InputID,Traveller_ID,Photography,Travel_Year,Travel_month,month,rating
44158,3620,"No photography",2017,9,September,5
44159,3621,"No photography",2017,8,August,5
44160,3622,"No photography",2017,8,August,5
44161,3623,"No photography",2017,8,August,5
44162,3624,"No photography",2017,8,August,4
44163,3625,"No photography",2017,8,August,3
44164,3626,"No photography",2017,8,August,5
44165,3627,"No photography",2017,8,August,5
44166,3628,"No photography",2017,8,August,5
44167,3629,photography,2017,8,August,3
44168,3630,"No photography",2017,8,August,5
44169,3631,photography,2017,4,April,5
44170,3632,"No photography",2017,12,December,5
44171,3633,"No photography",2017,12,December,5
44172,3634,"No photography",2017,12,December,5
44173,3635,"No photography",2017,11,November,5
44174,3636,"No photography",2017,11,November,4
44175,3637,"No photography",2017,11,November,4
44176,3638,photography,2017,11,November,4
44177,3639,"No photography",2017,10,October,4
44178,3640,"No photography",2017,10,October,3
44179,3641,"No photography",2017,10,October,5
44180,3642,"No photography",2017,9,September,5
44181,3643,"No photography",2017,10,October,4
44182,3644,"No photography",2017,9,September,5
44183,3645,photography,2017,9,September,5
44184,3646,"No photography",2017,9,September,5
44185,3647,"No photography",2017,3,March,5
44186,3648,"No photography",2017,3,March,4
44187,3649,"No photography",2017,3,March,5
44188,3650,"No photography",2017,3,March,3
44189,3651,"No photography",2017,2,February,5
44190,3652,"No photography",2017,2,February,5
44191,759,"No photography",2017,2,February,5
44192,3653,"No photography",2017,1,January,5
44193,3654,"No photography",2017,2,February,5
44194,3655,"No photography",2017,1,January,5
44195,3656,"No photography",2017,2,February,5
44196,3657,"No photography",2017,2,February,5
44197,3658,"No photography",2017,1,January,5
44198,3659,"No photography",2017,1,January,5
44199,3660,"No photography",2017,1,January,4
44200,3661,"No photography",2017,1,January,4
44201,3662,"No photography",2017,1,January,5
44202,3663,"No photography",2017,1,January,5
44203,3664,"No photography",2017,1,January,4
44204,3665,"No photography",2016,12,December,5
44205,3666,"No photography",2017,1,January,5
44206,3667,"No photography",2017,1,January,4
44207,3668,"No photography",2017,1,January,5
44208,3669,"No photography",2016,12,December,5
44209,3670,"No photography",2017,1,January,5
44210,3671,"No photography",2017,1,January,2
44211,3672,"No photography",2017,1,January,5
44212,3673,"No photography",2019,3,March,5
44213,3674,photography,2019,3,March,5
44214,3675,"No photography",2019,1,January,5
44215,3676,"No photography",2019,3,March,5
44216,3677,"No photography",2019,2,February,3
44217,3678,"No photography",2019,2,February,2
44218,3679,"No photography",2019,2,February,3
44219,3680,"No photography",2019,2,February,5
44220,3681,"No photography",2019,2,February,5
44221,3682,"No photography",2019,2,February,3
44222,3683,"No photography",2019,2,February,4
44223,3684,"No photography",2019,2,February,4
44224,3685,"No photography",2019,1,January,5
44225,3686,"No photography",2018,12,December,3
44226,2770,"No photography",2018,12,December,5
44227,3687,"No photography",2020,2,February,5
44228,3688,"No photography",2020,1,January,5
44229,3689,photography,2020,1,January,2
44230,3690,"No photography",2020,1,January,5
44231,3691,"No photography",2020,1,January,5
44232,3692,"No photography",2019,12,December,5
44233,1201,"No photography",2019,12,December,5
44234,3693,"No photography",2019,11,November,5
44235,3694,"No photography",2018,12,December,5
44236,3695,"No photography",2019,8,August,4
44237,3696,"No photography",2019,9,September,5
44238,3697,"No photography",2019,8,August,5
44239,3698,"No photography",2019,8,August,4
44240,3699,"No photography",2019,8,August,5
44241,3700,"No photography",2019,7,July,5
44242,3701,"No photography",2023,4,April,5
44243,3702,"No photography",2022,2,February,5
44244,3703,"No photography",2022,12,December,5
44245,3704,"No photography",2022,4,April,5
44246,3705,"No photography",2022,4,April,5
44247,3706,"No photography",2022,3,March,5
44248,1162,"No photography",2022,2,February,5
44249,3707,"No photography",2022,2,February,5
44250,643,"No photography",2022,1,January,5
44251,3708,"No photography",2021,9,September,5
44252,1237,"No photography",2020,2,February,5
44253,623,"No photography",2019,3,March,5
44254,3709,"No photography",2020,2,February,4
44255,1994,"No photography",2019,3,March,4
44256,3710,"No photography",2019,7,July,4
44257,3711,"No photography",2019,6,June,5
44258,3712,photography,2019,7,July,5
44259,3713,"No photography",2019,3,March,5
44260,3714,"No photography",2019,4,April,5
44261,3715,"No photography",2019,4,April,5
44262,3716,"No photography",2019,4,April,5
44263,3717,"No photography",2019,4,April,4
44264,272,"No photography",2019,3,March,3
44265,3718,"No photography",2019,2,February,4
44266,3719,"No photography",2019,2,February,5
44267,3720,"No photography",2019,2,February,4
44268,3721,"No photography",2019,2,February,4
44269,3722,"No photography",2019,2,February,4
44270,3723,"No photography",2018,3,March,5
44271,3724,"No photography",2018,2,February,5
44272,3725,"No photography",2018,2,February,5
44273,3726,"No photography",2018,3,March,3
44274,3727,"No photography",2018,2,February,5
44275,3728,"No photography",2018,2,February,4
44276,3729,"No photography",2018,2,February,5
44277,3730,"No photography",2018,2,February,5
44278,3731,"No photography",2018,1,January,5
44279,2840,"No photography",2018,1,January,3
44280,3732,"No photography",2018,2,February,5
44281,3733,"No photography",2017,3,March,5
44282,3734,"No photography",2018,1,January,5
44283,3735,"No photography",2018,1,January,5
44284,3736,"No photography",2018,1,January,5
44285,3737,"No photography",2018,1,January,5
44286,3738,"No photography",2018,1,January,5
44287,3739,"No photography",2018,3,March,4
44288,3740,"No photography",2018,4,April,4
44289,3741,"No photography",2018,5,May,5
44290,581,"No photography",2016,12,December,5
44291,3742,"No photography",2018,5,May,5
44292,3743,"No photography",2017,8,August,5
44293,3744,"No photography",2018,4,April,3
44294,3745,"No photography",2018,5,May,4
44295,3746,"No photography",2017,12,December,4
44296,3747,"No photography",2018,3,March,5
44297,3748,"No photography",2018,4,April,5
44298,3749,"No photography",2018,4,April,5
44299,3750,"No photography",2018,3,March,5
44300,2156,"No photography",2018,4,April,5
44301,3751,"No photography",2018,4,April,5
44302,3752,"No photography",2018,3,March,5
44303,3753,"No photography",2018,3,March,5
44304,3754,"No photography",2018,8,August,5
44305,3755,"No photography",2019,1,January,4
44306,808,"No photography",2019,1,January,5
44307,3756,"No photography",2019,1,January,5
44308,3757,"No photography",2019,1,January,4
44309,3758,"No photography",2019,1,January,5
44310,530,"No photography",2019,1,January,4
44311,3759,"No photography",2018,12,December,5
44312,3760,"No photography",2018,12,December,5
44313,759,"No photography",2019,1,January,5
44314,2344,"No photography",2018,12,December,5
44315,3761,"No photography",2018,12,December,5
44316,3762,"No photography",2018,11,November,5
44317,3763,"No photography",2018,11,November,5
44318,3764,"No photography",2018,11,November,5
44319,3765,"No photography",2018,10,October,5
44320,3766,"No photography",2018,9,September,5
44321,3767,"No photography",2018,1,January,5
44322,3768,"No photography",2017,12,December,4
44323,3769,"No photography",2017,12,December,4
44324,3770,"No photography",2018,1,January,5
44325,3771,"No photography",2018,1,January,4
44326,3772,"No photography",2018,1,January,4
44327,3773,"No photography",2018,1,January,5
44328,3774,"No photography",2018,1,January,2
44329,3775,"No photography",2018,1,January,4
44330,3776,"No photography",2018,1,January,5
44331,3777,"No photography",2017,12,December,5
44332,3778,"No photography",2017,12,December,5
44333,3779,"No photography",2017,12,December,4
44334,3780,"No photography",2017,12,December,5
44335,3781,"No photography",2017,12,December,4
44336,3782,"No photography",2017,12,December,5
44337,3783,"No photography",2017,12,December,4
44338,3784,"No photography",2017,11,November,5
44339,3785,"No photography",2017,11,November,5
44340,3786,"No photography",2018,7,July,4
44341,3787,"No photography",2018,10,October,4
44342,3788,"No photography",2018,9,September,5
44343,3789,"No photography",2018,9,September,5
44344,801,"No photography",2018,9,September,3
44345,714,"No photography",2018,8,August,4
44346,3790,"No photography",2018,7,July,5
44347,3791,"No photography",2018,4,April,2
44348,3792,"No photography",2018,7,July,4
44349,3793,"No photography",2018,8,August,5
44350,3794,"No photography",2018,8,August,5
44351,3795,"No photography",2018,8,August,5
44352,747,"No photography",2018,8,August,5
44353,3796,"No photography",2018,8,August,5
44354,3797,"No photography",2018,7,July,5
44355,3798,"No photography",2018,3,March,5
44356,3799,"No photography",2018,7,July,5
44357,3800,"No photography",2018,7,July,5
44358,3801,"No photography",2017,8,August,4
44359,3802,"No photography",2017,11,November,4
44360,3803,"No photography",2017,10,October,4
44361,3804,"No photography",2017,10,October,5
44362,3805,"No photography",2017,10,October,4
44363,3806,"No photography",2017,9,September,5
44364,3807,"No photography",2017,10,October,5
44365,3808,"No photography",2017,10,October,5
44366,3809,"No photography",2017,9,September,5
44367,862,"No photography",2017,9,September,5
44368,3810,"No photography",2017,9,September,5
44369,3811,"No photography",2017,9,September,5
44370,3812,"No photography",2017,9,September,5
44371,3813,"No photography",2017,8,August,5
44372,3814,"No photography",2017,8,August,5
44373,3815,"No photography",2017,8,August,3
44374,3816,"No photography",2017,7,July,5
44375,3817,"No photography",2016,10,October,5
44376,3818,"No photography",2016,10,October,5
44377,3819,"No photography",2016,9,September,5
44378,3820,photography,2016,9,September,5
44379,3821,"No photography",2016,9,September,5
44380,3822,"No photography",2016,9,September,5
44381,3823,"No photography",2016,9,September,5
44382,3824,"No photography",2016,8,August,4
44383,3825,"No photography",2016,8,August,5
44384,3826,"No photography",2016,8,August,5
44385,3827,"No photography",2016,7,July,4
44386,3282,"No photography",2016,7,July,5
44387,947,"No photography",2017,1,January,4
44388,3828,"No photography",2017,1,January,5
44389,3829,"No photography",2016,12,December,4
44390,3830,"No photography",2016,12,December,5
44391,3831,"No photography",2016,12,December,4
44392,3832,"No photography",2016,12,December,5
44393,3795,"No photography",2016,12,December,5
44394,3833,"No photography",2016,12,December,4
44395,3834,"No photography",2016,12,December,5
44396,3835,"No photography",2016,11,November,4
44397,3836,"No photography",2016,11,November,4
44398,3837,"No photography",2016,11,November,5
44399,3838,"No photography",2016,10,October,5
44400,3839,"No photography",2016,10,October,5
44401,3840,"No photography",2017,7,July,5
44402,3841,"No photography",2017,7,July,5
44403,3842,"No photography",2017,7,July,4
44404,3843,"No photography",2017,6,June,5
44405,3844,"No photography",2017,5,May,4
44406,3845,"No photography",2017,6,June,4
44407,3846,"No photography",2017,5,May,5
44408,3847,"No photography",2017,4,April,5
44409,3848,"No photography",2017,5,May,4
44410,3849,"No photography",2017,4,April,5
44411,3850,photography,2017,4,April,5
44412,3851,"No photography",2017,4,April,5
44413,2530,"No photography",2017,4,April,4
44414,3852,"No photography",2017,4,April,5
44415,3853,"No photography",2017,4,April,5
44416,3854,"No photography",2016,8,August,5
44417,973,"No photography",2016,8,August,4
44418,3855,"No photography",2016,8,August,4
44419,3856,"No photography",2016,7,July,5
44420,3857,"No photography",2016,3,March,5
44421,3858,"No photography",2016,4,April,4
44422,3859,"No photography",2016,6,June,4
44423,3860,"No photography",2016,4,April,4
44424,3861,"No photography",2016,6,June,5
44425,3862,"No photography",2016,5,May,4
44426,3863,"No photography",2016,4,April,5
44427,3864,"No photography",2016,4,April,4
44428,3865,"No photography",2016,4,April,3
44429,3866,"No photography",2016,4,April,4
44430,3867,"No photography",2016,4,April,5
44431,3868,"No photography",2016,4,April,5
44432,3869,"No photography",2016,3,March,5
44433,3870,"No photography",2016,3,March,5
44434,3871,"No photography",2016,3,March,4
44435,3872,"No photography",2016,3,March,5
44436,3873,"No photography",2016,2,February,4
44437,3874,"No photography",2016,2,February,5
44438,3875,"No photography",2015,3,March,5
44439,3876,"No photography",2016,2,February,5
44440,3877,"No photography",2016,1,January,5
44441,3878,"No photography",2016,2,February,5
44442,3879,"No photography",2016,2,February,5
44443,3880,"No photography",2016,2,February,5
44444,3881,"No photography",2016,2,February,5
44445,3882,photography,2016,1,January,5
44446,3883,"No photography",2015,7,July,5
44447,3884,"No photography",2015,6,June,5
44448,3885,"No photography",2015,6,June,4
44449,3886,"No photography",2015,4,April,3
44450,3887,"No photography",2015,5,May,4
44451,3888,"No photography",2015,4,April,5
44452,3889,"No photography",2015,4,April,4
44453,3890,"No photography",2015,4,April,4
44454,3891,photography,2015,4,April,2
44455,3892,"No photography",2015,4,April,5
44456,3893,"No photography",2015,3,March,5
44457,3894,"No photography",2014,9,September,5
44458,3895,"No photography",2015,3,March,5
44459,3896,"No photography",2015,4,April,5
44460,3897,"No photography",2015,4,April,5
44461,3253,"No photography",2015,3,March,5
44462,3898,"No photography",2016,1,January,4
44463,3899,"No photography",2016,1,January,5
44464,3900,"No photography",2016,1,January,5
44465,3901,"No photography",2016,1,January,5
44466,3902,"No photography",2016,1,January,2
44467,3903,"No photography",2015,8,August,4
44468,3904,"No photography",2015,12,December,5
44469,3905,"No photography",2015,12,December,5
